;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.259";"1.272";"1.286";"1.303";"1.311";"1.308";"1.294";"1.262";"1.218";"1.146";"1.136";"1.121";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"160";"63";"43";"42";"33";"19";"13";"8";"5";"";"2";"3";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"263";"246";"217";"188";"176";"157";"142";"101";"44";"29";"24";"29";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"378";"421";"469";"507";"524";"550";"555";"511";"382";"290";"247";"225";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"444";"500";"495";"477";"467";"453";"414";"432";"598";"557";"515";"513";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"8";"40";"59";"87";"102";"120";"161";"184";"124";"226";"282";"285";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"6";"2";"3";"2";"9";"9";"9";"26";"65";"44";"66";"66";
;;"          Angestellt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"6";"35";"34";"34";"39";"46";"56";"40";"109";"292";"303";"338";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"6";"22";"25";"20";"17";"25";"29";"16";"17";"50";"25";"28";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"";"4";"3";"8";"14";"11";"18";"9";"33";"54";"63";"72";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"";"5";"2";"1";"2";"6";"5";"9";"36";"90";"103";"106";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"";"3";"3";"4";"4";"3";"3";"3";"16";"57";"65";"69";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"";"1";"1";"1";"2";"1";"1";"2";"4";"28";"28";"39";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"";"";"";"";"";"";"";"1";"3";"13";"19";"24";
;;"       Stationär";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.062";"1.140";"1.155";"1.139";"1.158";"1.167";"1.166";"1.339";"1.565";"1.900";"1.966";"1.987";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"556";"607";"565";"543";"542";"507";"476";"474";"631";"789";"708";"695";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"167";"167";"207";"216";"221";"239";"238";"292";"219";"334";"399";"394";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"191";"171";"192";"208";"218";"238";"267";"344";"438";"381";"388";"405";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"145";"181";"179";"158";"159";"156";"147";"174";"222";"294";"336";"356";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"2";"14";"12";"14";"18";"27";"37";"51";"44";"87";"109";"104";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1";"";"";"";"";"";"1";"4";"11";"15";"26";"33";
;;"       In Behörden/Körperschaften u. a.";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"117";"12";"35";"38";"50";"50";"50";"53";"82";"86";"94";"94";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"8";"3";"3";"5";"7";"6";"5";"6";"13";"13";"12";"8";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"13";"4";"7";"5";"8";"6";"3";"6";"3";"8";"13";"12";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"44";"4";"11";"11";"14";"17";"21";"20";"23";"15";"13";"20";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"51";"1";"14";"17";"20";"19";"18";"16";"38";"38";"36";"35";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1";"";"";"";"1";"2";"3";"5";"4";"11";"19";"18";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"";"";"";"";"";"";"";"";"1";"1";"1";"1";
;;"       In sonstigen Bereichen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"159";"319";"301";"302";"292";"286";"283";"257";"263";"248";"266";"265";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"26";"30";"38";"31";"28";"31";"23";"14";"22";"17";"18";"12";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"25";"29";"23";"29";"27";"33";"37";"31";"22";"18";"22";"20";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"45";"77";"79";"80";"83";"77";"80";"99";"94";"62";"61";"60";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"57";"178";"155";"147";"134";"112";"104";"76";"105";"97";"95";"96";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"5";"5";"6";"15";"20";"33";"38";"33";"13";"49";"57";"56";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1";"";"";"";"";"";"1";"4";"7";"5";"13";"21";
;;"    Ohne ärztliche Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"319";"500";"562";"610";"648";"746";"795";"1.152";"1.422";"1.706";"1.718";"1.785";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"51";"81";"95";"104";"97";"126";"122";"74";"100";"156";"112";"108";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"12";"30";"48";"45";"50";"61";"46";"59";"45";"58";"63";"76";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"23";"23";"19";"19";"27";"25";"37";"39";"49";"55";"45";"45";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"122";"117";"109";"102";"91";"70";"63";"37";"53";"42";"42";"43";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"46";"159";"190";"225";"248";"286";"296";"350";"106";"179";"135";"130";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"65";"90";"101";"115";"135";"178";"231";"593";"1.069";"1.216";"1.321";"1.383";
;"    Niedersachsen";" Tätigkeitsbereiche insgesamt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.597";"7.552";"9.500";"9.860";"10.114";"10.461";"10.700";"10.879";"12.315";"14.290";"16.798";"17.235";"17.590";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"806";"2.575";"2.958";"3.328";"2.791";"2.707";"2.611";"2.430";"2.277";"2.813";"3.382";"3.368";"3.390";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"695";"1.205";"1.847";"1.879";"2.101";"2.199";"2.201";"2.195";"1.900";"1.681";"2.063";"2.143";"2.199";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"719";"1.575";"2.021";"2.012";"2.370";"2.581";"2.795";"3.074";"4.122";"4.235";"3.870";"3.830";"3.805";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"666";"1.009";"1.367";"1.365";"1.429";"1.468";"1.525";"1.524";"1.972";"3.049";"4.162";"4.317";"4.419";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"258";"228";"325";"326";"437";"511";"583";"650";"848";"857";"1.303";"1.448";"1.536";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"453";"960";"982";"950";"986";"995";"985";"1.006";"1.196";"1.655";"2.018";"2.129";"2.241";
;;"    Mit ärztlicher Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.565";"5.517";"7.102";"7.373";"7.501";"7.756";"7.922";"8.074";"9.334";"11.254";"13.550";"13.945";"14.255";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"630";"2.146";"2.532";"2.817";"2.343";"2.301";"2.194";"2.068";"1.980";"2.452";"3.015";"3.061";"3.098";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"489";"981";"1.492";"1.532";"1.683";"1.763";"1.786";"1.743";"1.513";"1.415";"1.797";"1.858";"1.887";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"540";"1.282";"1.682";"1.674";"1.983";"2.150";"2.354";"2.608";"3.571";"3.832";"3.568";"3.566";"3.543";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"517";"804";"1.079";"1.072";"1.144";"1.177";"1.219";"1.254";"1.715";"2.773";"3.881";"4.031";"4.152";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"174";"109";"176";"157";"222";"256";"284";"325";"460";"588";"967";"1.078";"1.182";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"215";"195";"141";"121";"126";"109";"85";"76";"95";"194";"322";"351";"393";
;;"       Ambulant";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"943";"1.919";"2.641";"2.726";"2.851";"2.972";"3.145";"3.223";"3.825";"4.426";"5.219";"5.395";"5.547";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"33";"268";"346";"395";"280";"237";"233";"215";"133";"102";"177";"187";"191";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"138";"342";"521";"557";"571";"619";"636";"571";"461";"372";"431";"450";"464";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"220";"674";"954";"988";"1.107";"1.193";"1.296";"1.402";"1.783";"1.802";"1.571";"1.561";"1.555";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"269";"405";"603";"598";"664";"683";"740";"775";"1.075";"1.620";"2.178";"2.255";"2.325";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"103";"64";"100";"90";"125";"148";"168";"197";"296";"388";"615";"673";"720";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"180";"166";"117";"98";"104";"92";"72";"63";"77";"142";"247";"269";"292";
;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"943";"1.594";"2.292";"2.372";"2.478";"2.605";"2.737";"2.842";"3.294";"3.596";"3.869";"3.988";"4.069";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"33";"100";"137";"184";"86";"74";"69";"62";"29";"14";"17";"22";"22";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"138";"265";"431";"471";"466";"488";"490";"447";"301";"148";"142";"152";"160";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"220";"620";"914";"937";"1.042";"1.128";"1.211";"1.316";"1.568";"1.437";"1.037";"1.019";"984";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"269";"386";"595";"592";"657";"677";"730";"761";"1.035";"1.498";"1.905";"1.945";"1.994";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"103";"61";"99";"90";"123";"146";"165";"193";"286";"369";"553";"618";"655";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"180";"162";"116";"98";"104";"92";"72";"63";"75";"130";"215";"232";"254";
;;"          Angestellt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"325";"349";"354";"373";"367";"408";"381";"531";"830";"1.350";"1.407";"1.478";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"168";"209";"211";"194";"163";"164";"153";"104";"88";"160";"165";"169";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"77";"90";"86";"105";"131";"146";"124";"160";"224";"289";"298";"304";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"54";"40";"51";"65";"65";"85";"86";"215";"365";"534";"542";"571";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"19";"8";"6";"7";"6";"10";"14";"40";"122";"273";"310";"331";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"3";"1";"";"2";"2";"3";"4";"10";"19";"62";"55";"65";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"4";"1";"";"";"";"";"";"2";"12";"32";"37";"38";
;;"       Stationär";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.275";"2.973";"3.860";"3.949";"3.895";"4.027";"3.950";"3.967";"4.515";"5.633";"7.046";"7.236";"7.393";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"583";"1.796";"2.125";"2.310";"1.957";"1.972";"1.870";"1.761";"1.778";"2.259";"2.745";"2.782";"2.812";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"298";"529";"862";"835";"964";"1.002";"987";"1.002";"944";"960";"1.277";"1.314";"1.335";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"226";"401";"539";"486";"642";"713";"766";"861";"1.342";"1.568";"1.663";"1.670";"1.677";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"127";"218";"295";"289";"285";"285";"272";"278";"370";"728";"1.154";"1.227";"1.275";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"37";"27";"35";"26";"46";"53";"55";"65";"80";"108";"189";"221";"266";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4";"2";"4";"3";"1";"2";"";"";"1";"10";"18";"22";"28";
;;"       In Behörden/Körperschaften u. a.";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"196";"422";"445";"477";"491";"488";"445";"405";"435";"488";"523";"541";"575";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"52";"30";"42";"31";"30";"20";"13";"45";"65";"69";"70";"76";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"31";"66";"78";"91";"93";"80";"57";"41";"24";"25";"41";"47";"52";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"60";"147";"145";"152";"162";"173";"167";"162";"169";"150";"115";"113";"107";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"81";"138";"151";"152";"159";"159";"152";"140";"149";"200";"224";"228";"245";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"16";"12";"37";"36";"42";"44";"48";"46";"48";"47";"69";"79";"86";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8";"7";"4";"4";"4";"2";"1";"3";"";"1";"5";"4";"9";
;;"       In sonstigen Bereichen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"151";"203";"156";"221";"264";"269";"382";"479";"559";"707";"762";"773";"740";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14";"30";"31";"70";"75";"62";"71";"79";"24";"26";"24";"22";"19";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"22";"44";"31";"49";"55";"62";"106";"129";"84";"58";"48";"47";"36";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"34";"60";"44";"48";"72";"71";"125";"183";"277";"312";"219";"222";"204";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"40";"43";"30";"33";"36";"50";"55";"61";"121";"225";"325";"321";"307";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"18";"6";"4";"5";"9";"11";"13";"17";"36";"45";"94";"105";"110";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"23";"20";"16";"16";"17";"13";"12";"10";"17";"41";"52";"56";"64";
;;"    Ohne ärztliche Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.032";"2.035";"2.398";"2.487";"2.613";"2.705";"2.778";"2.805";"2.981";"3.036";"3.248";"3.290";"3.335";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"176";"429";"426";"511";"448";"406";"417";"362";"297";"361";"367";"307";"292";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"206";"224";"355";"347";"418";"436";"415";"452";"387";"266";"266";"285";"312";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"179";"293";"339";"338";"387";"431";"441";"466";"551";"403";"302";"264";"262";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"149";"205";"288";"293";"285";"291";"306";"270";"257";"276";"281";"286";"267";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"84";"119";"149";"169";"215";"255";"299";"325";"388";"269";"336";"370";"354";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"238";"765";"841";"829";"860";"886";"900";"930";"1.101";"1.461";"1.696";"1.778";"1.848";
;"    Nordrhein-Westfalen";" Tätigkeitsbereiche insgesamt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"10.125";"20.913";"25.194";"26.185";"27.054";"27.835";"28.496";"29.338";"33.229";"38.425";"44.533";"45.892";"47.048";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.331";"7.276";"7.836";"7.805";"7.600";"7.285";"6.811";"6.716";"6.488";"7.929";"9.636";"9.986";"10.089";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.813";"3.443";"4.719";"5.015";"5.251";"5.604";"5.867";"5.865";"5.051";"4.642";"5.426";"5.563";"5.763";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.032";"4.054";"5.336";"5.845";"6.440";"6.959";"7.532";"8.101";"10.694";"11.108";"9.895";"9.905";"9.881";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.211";"2.719";"3.576";"3.629";"3.719";"3.757";"3.839";"3.927";"5.184";"7.882";"10.542";"10.784";"10.970";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"659";"741";"908";"1.035";"1.169";"1.343";"1.546";"1.750";"2.218";"2.156";"3.541";"3.854";"4.208";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.079";"2.680";"2.819";"2.856";"2.875";"2.887";"2.901";"2.979";"3.594";"4.708";"5.493";"5.800";"6.137";
;;"    Mit ärztlicher Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.227";"15.366";"18.940";"19.629";"20.103";"20.690";"21.214";"21.755";"24.378";"29.722";"35.012";"36.139";"37.119";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.948";"6.187";"6.716";"6.645";"6.388";"6.144";"5.794";"5.716";"5.445";"6.919";"8.369";"8.720";"8.854";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.340";"2.809";"3.906";"4.138";"4.308";"4.599";"4.827";"4.781";"3.952";"3.926";"4.614";"4.732";"4.916";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.528";"3.353";"4.511";"4.929";"5.378";"5.851";"6.331";"6.797";"9.124";"10.022";"8.998";"9.038";"9.079";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.592";"2.192";"2.956";"3.005";"3.063";"3.084";"3.186";"3.242";"4.426";"6.985";"9.650";"9.874";"10.076";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"410";"377";"502";"571";"638";"741";"860";"1.013";"1.169";"1.367";"2.624";"2.932";"3.229";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"409";"448";"349";"341";"328";"271";"216";"206";"262";"503";"757";"843";"965";
;;"       Ambulant";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.605";"4.490";"6.169";"6.369";"6.586";"6.968";"7.290";"7.532";"8.781";"10.681";"12.438";"12.949";"13.571";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"102";"509";"633";"562";"509";"474";"432";"394";"231";"234";"340";"417";"526";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"416";"744";"1.228";"1.234";"1.226";"1.316";"1.364";"1.253";"946";"773";"838";"902";"984";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"637";"1.546";"2.219";"2.399";"2.574";"2.871";"3.073";"3.321";"4.115";"4.501";"3.755";"3.756";"3.791";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"847";"1.095";"1.552";"1.607";"1.682";"1.717";"1.799";"1.830";"2.592";"3.940";"5.327";"5.492";"5.637";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"292";"211";"253";"293";"333";"384";"465";"583";"696";"868";"1.616";"1.765";"1.916";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"311";"385";"284";"274";"262";"206";"157";"151";"201";"365";"562";"617";"717";
;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.605";"4.070";"5.511";"5.722";"6.037";"6.224";"6.498";"6.726";"7.904";"8.681";"8.825";"8.802";"8.845";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"102";"230";"260";"230";"212";"171";"166";"148";"65";"35";"23";"18";"24";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"416";"660";"1.080";"1.072";"1.086";"1.098";"1.095";"982";"714";"387";"226";"202";"208";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"637";"1.503";"2.114";"2.277";"2.480";"2.683";"2.862";"3.085";"3.741";"3.527";"2.273";"2.105";"1.981";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"847";"1.083";"1.525";"1.582";"1.666";"1.686";"1.759";"1.787";"2.502";"3.590";"4.389";"4.410";"4.394";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"292";"210";"251";"292";"332";"383";"462";"576";"684";"807";"1.436";"1.548";"1.652";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"311";"384";"281";"269";"261";"203";"154";"148";"198";"335";"478";"519";"586";
